chamado_1,chamado_2,label,score
12997,12008,aplicativo point service problema d ≈ exclusao usuario sistema point serv,67.5
12997,13514,aplicativo point service problema d ≈ exclusao usuario sistema point serv,67.2
13022,13014,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.37
13022,12674,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.12
13022,11797,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.62
13022,12036,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.59
13022,12244,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.54
13021,13210,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,94.51
13021,13032,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,94.19
13021,13030,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,93.89
13021,11988,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,93.82
13021,12006,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,93.59
13020,12752,planilhas composicoes saude educaca ≈ liberacao acesso regiao norte,84.03
13020,12353,planilhas composicoes saude educaca ≈ cadastro sistema point service,79.79
13020,12778,planilhas composicoes saude educaca ≈ cadastro usuario,78.52
13020,13260,planilhas composicoes saude educaca ≈ cadastro funcionario,77.42
13020,12721,planilhas composicoes saude educaca ≈ solicitacao cadastro funcionario si,76.74
13019,12465,bug problema app ≈ erro cadastro equipamentos,56.72
13019,13259,bug problema app ≈ bug sincronizacao automatica app,53.88
13019,13092,bug problema app ≈ dashboard dispositivos,52.85
13019,12500,bug problema app ≈ aplicativo problema,52.83
13019,11910,bug problema app ≈ composicoes linkadas erradas sistem,51.62
13018,12560,solicitacao logins point service ≈ cadastro usuario point service,84.34
13018,12993,solicitacao logins point service ≈ cadastro usuarios point service,83.44
13018,12992,solicitacao logins point service ≈ cadastro usuarios point service,83.44
13018,12792,solicitacao logins point service ≈ cadastro usuarios point service,83.42
13018,12919,solicitacao logins point service ≈ cadastro usuario point service,82.86
13017,12888,cadastro usuario gurupi ≈ cadastro usuario hgp,84.16
13017,12684,cadastro usuario gurupi ≈ cadastro usuario,80.45
13017,12486,cadastro usuario gurupi ≈ solicitacao usuarios saude tocantin,78.56
13017,12761,cadastro usuario gurupi ≈ cadastro usuario augustinopolis,74.88
13017,12792,cadastro usuario gurupi ≈ cadastro usuarios point service,74.86
13000,12619,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.81
13000,12556,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.75
13000,12040,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.7
13000,12654,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.7
13000,12609,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.68
12558,13002,erro point service ≈ bug sistema dia 17012025,68.72
12558,11853,erro point service ≈ problema lancar preventiva regiao n,64.79
12558,11842,erro point service ≈ problemas point service,64.59
12558,12302,erro point service ≈ erro sistema point service distribu,62.53
12558,11996,erro point service ≈ enc erro adicionar ordem servico pl,62.48
13016,13005,mapa colaboradores ≈ mapa colaboradores novo,75.24
13016,11910,mapa colaboradores ≈ composicoes linkadas erradas sistem,70.23
13016,12722,mapa colaboradores ≈ cadastro colaborador,69.52
13016,12526,mapa colaboradores ≈ colaboradores inativacao,68.87
13016,12551,mapa colaboradores ≈ erro lancamento corretivas,68.41
13015,12709,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.31
13015,13206,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.15
13015,13046,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.87
13015,13041,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.87
13015,11844,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,97.86
13014,13022,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.37
13014,12674,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.93
13014,11797,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.66
13014,13023,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.45
13014,12036,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.4
13013,12778,cadastro funcionarios ≈ cadastro usuario,90.93
13013,13215,cadastro funcionarios ≈ cadastro funcionarios,90.05
13013,12002,cadastro funcionarios ≈ cadastro funcionario,89.08
13013,12308,cadastro funcionarios ≈ cadastro funcionario,87.91
13013,12269,cadastro funcionarios ≈ cadastro funcionario,86.57
13012,11712,cadastro ≈ cadastro fiscal contrato unidade al,80.99
13012,12344,cadastro ≈ cadastro,78.41
13012,12323,cadastro ≈ cadastro usuario,76.57
13012,12743,cadastro ≈ solicitacao cadastro fiscal sesau a,75.8
13012,11880,cadastro ≈ cadastro usuario point service,70.36
13011,12795,cancelamento preventivas ≈ cancelamento preventivas,73.05
13011,13235,cancelamento preventivas ≈ cancelamento preventivas,72.21
13011,13546,cancelamento preventivas ≈ cancelamento preventiva duplicada,72.0
13011,12734,cancelamento preventivas ≈ cancelamento preventivas,71.47
13011,13238,cancelamento preventivas ≈ cancelamento preventiva,71.27
13010,13045,action required complete payment to ≈ action required complete payment to,98.9
13010,13085,action required complete payment to ≈ action required complete payment to,98.83
13010,13270,action required complete payment to ≈ action required complete payment to,98.44
13010,13244,action required complete payment to ≈ action required complete payment to,98.25
13010,13381,action required complete payment to ≈ action required complete payment to,97.57
13009,11840,mudar mensagem erro ≈ criacao usuario acesso admin,65.93
13009,12452,mudar mensagem erro ≈ edicao cracha usuario,65.04
13009,12815,mudar mensagem erro ≈ solicitacao atualizacao permissoes,64.66
13009,12202,mudar mensagem erro ≈ adicionar usuario,64.4
13009,12312,mudar mensagem erro ≈ mudanca permissao usuario,63.81
13008,12151,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.29
13008,12078,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.99
13008,12649,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.9
13008,12744,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.84
13008,12108,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.76
13007,12804,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,99.23
13007,12764,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.89
13007,13033,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.51
13007,11974,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.41
13007,12641,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,98.39
13006,12672,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,98.57
13006,13192,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,97.81
13006,11793,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,93.64
13006,11988,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,92.76
13006,13187,demissao colaborador aviso previo t ≈ demissao colaborador aviso previo t,91.32
12998,12999,construtora portoconstrutora porto  ≈ construtora portoconstrutora porto ,98.92
12998,12802,construtora portoconstrutora porto  ≈ construtora portoconstrutora porto ,88.68
12998,12599,construtora portoconstrutora porto  ≈ construtora portoconstrutora porto ,88.67
12998,12653,construtora portoconstrutora porto  ≈ construtora portoconstrutora porto ,88.31
12998,12801,construtora portoconstrutora porto  ≈ construtora portoconstrutora porto ,88.28
12783,12779,pointservice hgr nao apresenta usua ≈ pointservice sistema nao apresenta ,76.33
12783,12677,pointservice hgr nao apresenta usua ≈ tela gerencial nao aparece,65.26
12783,13150,pointservice hgr nao apresenta usua ≈ exclusao usuario sistema point serv,65.18
12783,12777,pointservice hgr nao apresenta usua ≈ exclusao usuario sistema point serv,64.88
12783,12570,pointservice hgr nao apresenta usua ≈ exclusao usuario sistema point serv,64.76
13005,12490,mapa colaboradores novo ≈ impressao orcamentos,81.93
13005,12340,mapa colaboradores novo ≈ usuarios aparecem duplicados mapa,76.4
13005,13016,mapa colaboradores novo ≈ mapa colaboradores,75.24
13005,12551,mapa colaboradores novo ≈ erro lancamento corretivas,73.85
13005,11851,mapa colaboradores novo ≈ novos itens,71.98
13004,13216,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,96.08
13004,12555,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.82
13004,12544,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,95.08
13004,11811,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,94.81
13004,13014,exclusao usuario sistema point serv ≈ exclusao usuario sistema point serv,94.67
13003,11725,erro sincronizar preventivas ≈ problema preventivas regiao norte,70.4
13003,11853,erro sincronizar preventivas ≈ problema lancar preventiva regiao n,66.43
13003,12000,erro sincronizar preventivas ≈ erro lancar preventiva,66.28
13003,13091,erro sincronizar preventivas ≈ cancelamento preventivas miracemato,66.1
13003,13117,erro sincronizar preventivas ≈ cancelamento preventivas miracemato,65.87
13002,12530,bug sistema dia 17012025 ≈ sistema point service apresenta bug,72.93
13002,12302,bug sistema dia 17012025 ≈ erro sistema point service distribu,72.58
13002,11842,bug sistema dia 17012025 ≈ problemas point service,71.67
13002,13259,bug sistema dia 17012025 ≈ bug sincronizacao automatica app,70.12
13002,12853,bug sistema dia 17012025 ≈ problemas point service,68.78
13001,12792,point sevice correcao cpf ≈ cadastro usuarios point service,67.68
13001,12652,point sevice correcao cpf ≈ 03112024,67.29
13001,11824,point sevice correcao cpf ≈ solicitacao cadastro colaboradores,67.19
13001,12727,point sevice correcao cpf ≈ construtora portoconstrutora porto ,67.11
13001,12402,point sevice correcao cpf ≈ construtora portoconstrutora porto ,67.04
12999,12998,construtora portoconstrutora porto  ≈ construtora portoconstrutora porto ,98.92
12999,12599,construtora portoconstrutora porto  ≈ construtora portoconstrutora porto ,88.49
12999,12802,construtora portoconstrutora porto  ≈ construtora portoconstrutora porto ,88.34
12999,12801,construtora portoconstrutora porto  ≈ construtora portoconstrutora porto ,87.97
12999,12653,construtora portoconstrutora porto  ≈ construtora portoconstrutora porto ,87.85
12995,12308,cadastro funcionario emater ≈ cadastro funcionario,92.4
12995,13215,cadastro funcionario emater ≈ cadastro funcionarios,91.84
12995,12785,cadastro funcionario emater ≈ cadastro funcionario,91.44
12995,12448,cadastro funcionario emater ≈ cadastro funcionario,90.93
12995,12398,cadastro funcionario emater ≈ cadastro funcionario,89.96
12994,12886,payment is overdue your postman pla ≈ payment is overdue your postman pla,99.82
12994,11805,payment is overdue your postman pla ≈ payment is overdue your postman pla,99.8
12994,11826,payment is overdue your postman pla ≈ payment is overdue your postman pla,99.7
12994,13208,payment is overdue your postman pla ≈ payment is overdue your postman pla,98.83
12994,13199,payment is overdue your postman pla ≈ payment is overdue your postman pla,98.35
12993,12988,cadastro usuarios point service ≈ cadastro usuarios point service,93.59
12993,12990,cadastro usuarios point service ≈ cadastro usuarios point service,93.59
12993,12792,cadastro usuarios point service ≈ cadastro usuarios point service,92.13
12993,12920,cadastro usuarios point service ≈ cadastro usuario point service,91.3
12993,12919,cadastro usuarios point service ≈ cadastro usuario point service,91.3
12992,12988,cadastro usuarios point service ≈ cadastro usuarios point service,93.59
12992,12990,cadastro usuarios point service ≈ cadastro usuarios point service,93.59
12992,12792,cadastro usuarios point service ≈ cadastro usuarios point service,92.13
